Codice|CAM|Tipologia / Famiglia|Capitolo|Voce|Articolo|Unità di misura|Prezzo senza S. G.|Prezzo|Utili di impresa|Spese generali|Di cui oneri di sicurezza afferenti l'impresa|Di cui oneri di sicurezza afferenti l'impresa %|Incidenza Manodopera indiretta sul totale|Manodopera|Incidenza Manodopera diretta sul totale|Manodopera|Incidenza Oneri di sicurezza sul totale|Scostamento % senza S. G.2025|Scostamento % su anno 2025
"CAM26_C09.010.095.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Estintore carrellato a polvere"|"Estintore carrellato a polvere omologato secondo le norme vigenti, ricaricabile, completo di valvola a leva, valvola di sicurezza a molla e manometro di indicazione di carica, pistola e cono di diffusione Da Estintore carrellato a polvere omologato secondo le norme vigenti, ricaricabile, completo di valvola a leva, valvola di sicurezza a molla e manometro di indicazione di carica, pistola e cono di diffusione Da 30 kg, classe AB1C"|"cad"|"294.47055"|"378.98"|"34.45305"|"50.05999"|"2.50300"|"5,00"|"0,06"|"0.24480"|"0,06"|"0.24480"|"0,66"|""|""
"CAM26_C09.010.095.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Estintore carrellato a polvere"|"Estintore carrellato a polvere omologato secondo le norme vigenti, ricaricabile, completo di valvola a leva, valvola di sicurezza a molla e manometro di indicazione di carica, pistola e cono di diffusione Da 50 kg, classe AB1C"|"cad"|"391.98650"|"504.49"|"45.86242"|"66.63771"|"3.33189"|"5,00"|"0,05"|"0.24480"|"0,05"|"0.24480"|"0,66"|""|""
"CAM26_C09.010.095.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Estintore carrellato a polvere"|"Estintore carrellato a polvere omologato secondo le norme vigenti, ricaricabile, completo di valvola a leva, valvola di sicurezza a molla e manometro di indicazione di carica, pistola e cono di diffusione Da 100 kg, classe AB1C"|"cad"|"618.15836"|"795.57"|"72.32453"|"105.08692"|"5.25435"|"5,00"|"0,03"|"0.24480"|"0,03"|"0.24480"|"0,66"|""|""
"CAM26_C09.010.097.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Estintore carrellato ad anidride carbonica CO2"|"Estintore carrellato ad anidride carbonica CO2 omologato secondo le norme vigenti, ricaricabile con manichetta, completo di valvola a volantino e dispositivo di sicurezza, bombola con corpo in acciaio, carrello e supporto. Da 18 kg, classe B10C"|"cad"|"698.18679"|"898.57"|"81.68785"|"118.69175"|"5.93459"|"5,00"|"0,27"|"2.44800"|"0,27"|"2.44800"|"0,66"|""|""
"CAM26_C09.010.097.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Estintore carrellato ad anidride carbonica CO2"|"Estintore carrellato ad anidride carbonica CO2 omologato secondo le norme vigenti, ricaricabile con manichetta, completo di valvola a volantino e dispositivo di sicurezza, bombola con corpo in acciaio, carrello e supporto. Da 27 kg, classe B8C"|"cad"|"808.87924"|"1041.03"|"94.63887"|"137.50947"|"6.87547"|"5,00"|"0,24"|"2.44800"|"0,24"|"2.44800"|"0,66"|""|""
"CAM26_C09.010.097.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Estintore carrellato ad anidride carbonica CO2"|"Estintore carrellato ad anidride carbonica CO2 omologato secondo le norme vigenti, ricaricabile con manichetta, completo di valvola a volantino e dispositivo di sicurezza, bombola con corpo in acciaio, carrello e supporto. Da 54 kg, classe B6C"|"cad"|"1477.62348"|"1901.70"|"172.88195"|"251.19599"|"12.55980"|"5,00"|"0,13"|"2.44800"|"0,13"|"2.44800"|"0,66"|""|""
"CAM26_C09.010.098.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Cassetta per estintore"|"Cassetta per estintore, fornita e posta in opera, compresi gli oneri per il cartello di segnalazione, il supporto e ogni altro onere e magistero per dare il lavoro finito a perfetta regola d'arte. Cassetta per estintore da 6,0 kg"|"cad"|"50.15492"|"64.55"|"5.86813"|"8.52634"|"0.42632"|"5,00"|"40,13"|"25.90500"|"40,13"|"25.90500"|"0,66"|""|""
"CAM26_C09.010.098.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO MANUALI"|"Cassetta per estintore"|"Cassetta per estintore, fornita e posta in opera, compresi gli oneri per il cartello di segnalazione, il supporto e ogni altro onere e magistero per dare il lavoro finito a perfetta regola d'arte. Cassetta per estintore da 12,0 kg"|"cad"|"59.59884"|"76.70"|"6.97306"|"10.13180"|"0.50659"|"5,00"|"33,77"|"25.90500"|"33,77"|"25.90500"|"0,66"|""|""
"CAM26_C09.020.010.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a umido sistema a pressione costante"|"Stazioni di controllo per impianti sprinkler a umido secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a secco con trim, flussostato, pressostato, campana elettrica e campana idraulica con filtro: - sistema a pressione costante DN100"|"cad"|"2413.84318"|"3106.62"|"282.41965"|"410.35334"|"20.51767"|"5,00"|"3,34"|"103.62000"|"3,34"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.010.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a umido sistema a pressione costante"|"Stazioni di controllo per impianti sprinkler a umido secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a secco con trim, flussostato, pressostato, campana elettrica e campana idraulica con filtro: - sistema a pressione costante DN150"|"cad"|"2885.70013"|"3713.90"|"337.62692"|"490.56902"|"24.52845"|"5,00"|"2,79"|"103.62000"|"2,79"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.010.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a umido sistema a pressione costante"|"Stazioni di controllo per impianti sprinkler a umido secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a secco con trim, flussostato, pressostato, campana elettrica e campana idraulica con filtro: - sistema a pressione costante DN200"|"cad"|"3754.37868"|"4831.89"|"439.26231"|"638.24438"|"31.91222"|"5,00"|"2,14"|"103.62000"|"2,14"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.020.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a umido sistema a pressione variabile"|"Stazioni di controllo per impianti sprinkler a umido secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a secco con trim, flussostato, pressostato, campana elettrica e campana idraulica con filtro: - sistema a pressione variabile DN100"|"cad"|"2413.84318"|"3106.62"|"282.41965"|"410.35334"|"20.51767"|"5,00"|"3,34"|"103.62000"|"3,34"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.020.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a umido sistema a pressione variabile"|"Stazioni di controllo per impianti sprinkler a umido secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a secco con trim, flussostato, pressostato, campana elettrica e campana idraulica con filtro: - sistema a pressione variabile DN150"|"cad"|"2885.70013"|"3713.90"|"337.62692"|"490.56902"|"24.52845"|"5,00"|"2,79"|"103.62000"|"2,79"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.020.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a umido sistema a pressione variabile"|"Stazioni di controllo per impianti sprinkler a umido secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a secco con trim, flussostato, pressostato, campana elettrica e campana idraulica con filtro: - sistema a pressione variabile DN200"|"cad"|"3754.37868"|"4831.89"|"439.26231"|"638.24438"|"31.91222"|"5,00"|"2,14"|"103.62000"|"2,14"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.030.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a secco"|"Stazioni di controllo per impianti sprinkler a secco secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola ad umido con trim, pressostati per aria e acqua, gruppo acceleratore / anti-bagnamento con trim, dispositivo mantenimento aria con trim, campana elettrica, campana idraulica con filtro: - DN80"|"cad"|"3877.03262"|"4989.74"|"453.61282"|"659.09555"|"32.95478"|"5,00"|"2,08"|"103.62000"|"2,08"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.030.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a secco"|"Stazioni di controllo per impianti sprinkler a secco secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola ad umido con trim, pressostati per aria e acqua, gruppo acceleratore / anti-bagnamento con trim, dispositivo mantenimento aria con trim, campana elettrica, campana idraulica con filtro: - DN100"|"cad"|"4653.35996"|"5988.87"|"544.44312"|"791.07119"|"39.55356"|"5,00"|"1,73"|"103.62000"|"1,73"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.030.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a secco"|"Stazioni di controllo per impianti sprinkler a secco secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola ad umido con trim, pressostati per aria e acqua, gruppo acceleratore / anti-bagnamento con trim, dispositivo mantenimento aria con trim, campana elettrica, campana idraulica con filtro: - DN150"|"cad"|"6913.07858"|"8897.13"|"808.83019"|"1175.22336"|"58.76117"|"5,00"|"1,16"|"103.62000"|"1,16"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.040.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio"|"Stazioni di controllo per impianti sprinkler a diluvio con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, rivelatori, pressostato, campana elettrica, campana idraulica con filtro: - DN40"|"cad"|"2949.91308"|"3796.54"|"345.13983"|"501.48522"|"25.07426"|"5,00"|"2,73"|"103.62000"|"2,73"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.040.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio"|"Stazioni di controllo per impianti sprinkler a diluvio con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, rivelatori, pressostato, campana elettrica, campana idraulica con filtro: - DN50"|"cad"|"2996.81018"|"3856.89"|"350.62679"|"509.45773"|"25.47289"|"5,00"|"2,69"|"103.62000"|"2,69"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.040.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio"|"Stazioni di controllo per impianti sprinkler a diluvio con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, rivelatori, pressostato, campana elettrica, campana idraulica con filtro: - DN80"|"cad"|"3278.19276"|"4219.03"|"383.54855"|"557.29277"|"27.86464"|"5,00"|"2,46"|"103.62000"|"2,46"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.040.D"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio"|"Stazioni di controllo per impianti sprinkler a diluvio con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, rivelatori, pressostato, campana elettrica, campana idraulica con filtro: - DN100"|"cad"|"3549.47443"|"4568.17"|"415.28851"|"603.41065"|"30.17053"|"5,00"|"2,27"|"103.62000"|"2,27"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.040.E"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio"|"Stazioni di controllo per impianti sprinkler a diluvio con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, rivelatori, pressostato, campana elettrica, campana idraulica con filtro: - DN150"|"cad"|"4617.28527"|"5942.45"|"540.22238"|"784.93850"|"39.24693"|"5,00"|"1,74"|"103.62000"|"1,74"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.040.G"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio"|"Stazioni di controllo per impianti sprinkler a diluvio con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, rivelatori, pressostato, campana elettrica, campana idraulica con filtro: - accessorio: pannello di controllo"|"cad"|"6027.08418"|"7756.86"|"705.16885"|"1024.60431"|"51.23022"|"5,00"|"1,34"|"103.62000"|"1,34"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.050.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, valvola di ritegno con trim, rivelatori, pressostati, campana elettrica, campana idraulica con filtro: - DN80"|"cad"|"3202.43591"|"4121.54"|"374.68500"|"544.41410"|"27.22071"|"5,00"|"2,51"|"103.62000"|"2,51"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.050.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, valvola di ritegno con trim, rivelatori, pressostati, campana elettrica, campana idraulica con filtro: - DN100"|"cad"|"3549.47443"|"4568.17"|"415.28851"|"603.41065"|"30.17053"|"5,00"|"2,27"|"103.62000"|"2,27"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.050.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, valvola di ritegno con trim, rivelatori, pressostati, campana elettrica, campana idraulica con filtro: - DN150"|"cad"|"4504.73224"|"5797.59"|"527.05367"|"765.80448"|"38.29022"|"5,00"|"1,79"|"103.62000"|"1,79"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.050.D"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme"|"Stazioni di controllo per impianti sprinkler a diluvio a pre-allarme con attuazione elettrica secondo UNI EN 12845 e UL/FM, composti da saracinesca PN 16 con disco gommato, valvola a diluvio con trim, valvola di ritegno con trim, rivelatori, pressostati, campana elettrica, campana idraulica con filtro: - DN200"|"cad"|"5926.07504"|"7626.86"|"693.35078"|"1007.43276"|"50.37164"|"5,00"|"1,36"|"103.62000"|"1,36"|"103.62000"|"0,66"|""|""
"CAM26_C09.020.060.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Ugelli sprinkler"|"Ugelli sprinkler con bulbo in vetro per temperatura d'intervento fino a 182 °C a risposta standard (RTI>80) o senza bulbo: - tipo in alto o in basso finitura ottone da 1/2'' - K=80"|"cad"|"8.31503"|"10.70"|"0.97286"|"1.41356"|"0.07068"|"5,00"|"38,73"|"4.14480"|"38,73"|"4.14480"|"0,66"|""|""
"CAM26_C09.020.060.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Ugelli sprinkler"|"Ugelli sprinkler con bulbo in vetro per temperatura d'intervento fino a 182 °C a risposta standard (RTI>80) o senza bulbo: - tipo in alto o in basso finitura ottone da 3/4'' - K=115"|"cad"|"11.77820"|"15.16"|"1.37805"|"2.00229"|"0.10011"|"5,00"|"27,34"|"4.14480"|"27,34"|"4.14480"|"0,66"|""|""
"CAM26_C09.020.060.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Ugelli sprinkler"|"Ugelli sprinkler con bulbo in vetro per temperatura d'intervento fino a 182 °C a risposta standard (RTI>80) o senza bulbo: - tipo laterale finitura ottone da 1/2'' - K=80"|"cad"|"13.79839"|"17.76"|"1.61441"|"2.34573"|"0.11729"|"5,00"|"23,34"|"4.14480"|"23,34"|"4.14480"|"0,66"|""|""
"CAM26_C09.020.060.D"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Ugelli sprinkler"|"Ugelli sprinkler con bulbo in vetro per temperatura d'intervento fino a 182 °C a risposta standard (RTI>80) o senza bulbo: - tipo laterale finitura ottone da 3/4'' - K=115"|"cad"|"17.57901"|"22.62"|"2.05674"|"2.98843"|"0.14942"|"5,00"|"18,32"|"4.14480"|"18,32"|"4.14480"|"0,66"|""|""
"CAM26_C09.020.070.A"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Indicatore di flusso a ritardo regolabile per tubazioni fino a DN80"|"cad"|"237.79748"|"306.05"|"27.82231"|"40.42557"|"2.02128"|"5,00"|"0,85"|"2.59050"|"0,85"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.B"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Indicatore di flusso a ritardo regolabile per tubazioni oltre DN80 fino a DN200"|"cad"|"237.79748"|"306.05"|"27.82231"|"40.42557"|"2.02128"|"5,00"|"0,85"|"2.59050"|"0,85"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.C"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Indicatore di flusso a ritardo regolabile per tubazioni oltre DN200"|"cad"|"237.79748"|"306.05"|"27.82231"|"40.42557"|"2.02128"|"5,00"|"0,85"|"2.59050"|"0,85"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.D"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Pressostato d'allarme regolabile a 1 contatto"|"cad"|"140.39582"|"180.69"|"16.42631"|"23.86729"|"1.19336"|"5,00"|"1,43"|"2.59050"|"1,43"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.E"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Pressostato d'allarme regolabile a 2 contatti"|"cad"|"167.09109"|"215.05"|"19.54966"|"28.40549"|"1.42027"|"5,00"|"1,20"|"2.59050"|"1,20"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.F"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Valvola di scarico automatico per sistema a secco da 3/4''"|"cad"|"53.09507"|"68.33"|"6.21212"|"9.02616"|"0.45131"|"5,00"|"3,79"|"2.59050"|"3,79"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.G"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Dispositivo di prova impianto da 1'' con valvola di sicurezza"|"cad"|"204.60877"|"263.33"|"23.93923"|"34.78349"|"1.73917"|"5,00"|"0,98"|"2.59050"|"0,98"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.H"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Micro-interruttore per saracinesche"|"cad"|"172.86304"|"222.47"|"20.22498"|"29.38672"|"1.46934"|"5,00"|"1,16"|"2.59050"|"1,16"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.I"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Indicatore di posizione per saracinesche"|"cad"|"767.37394"|"987.61"|"89.78275"|"130.45357"|"6.52268"|"5,00"|"0,26"|"2.59050"|"0,26"|"2.59050"|"0,66"|""|""
"CAM26_C09.020.070.J"|""|"IMPIANTI DI DISTRIBUZIONE FLUIDI - IMPIANTI ANTINCENDIO"|"IMPIANTI ANTINCENDIO AUTOMATICI"|"Accessori e completamenti per impianti sprinkler"|"Rosetta per ugello in acciaio verniciato diametro 70÷100 mm"|"cad"|"5.11573"|"6.58"|"0.59854"|"0.86967"|"0.04348"|"5,00"|"39,35"|"2.59050"|"39,35"|"2.59050"|"0,66"|""|""
